Date,Store/Product,Value
26-08-2023,LOS_ANGELES-TESLA_MODEL_X,2253.685
24-07-2023,LOS_ANGELES-TESLA_MODEL_X,2261
03-12-2023,LOS_ANGELES-TESLA_MODEL_X,2261
22-10-2023,LOS_ANGELES-TESLA_MODEL_X,2238.7624
20-03-2023,LOS_ANGELES-TESLA_MODEL_X,2261
05-10-2023,LOS_ANGELES-TESLA_MODEL_X,2394
12-10-2023,LOS_ANGELES-TESLA_MODEL_X,2261
27-08-2023,LOS_ANGELES-TESLA_MODEL_X,2253.685
26-07-2023,LOS_ANGELES-TESLA_MODEL_X,2394
08-12-2023,LOS_ANGELES-TESLA_MODEL_X,2261
21-02-2023,LOS_ANGELES-TESLA_MODEL_X,2261
06-04-2023,LOS_ANGELES-TESLA_MODEL_X,5204.7023
18-07-2023,LOS_ANGELES-TESLA_MODEL_X,2128
17-11-2023,LOS_ANGELES-TESLA_MODEL_X,2171.757
23-10-2023,LOS_ANGELES-TESLA_MODEL_X,2128
12-05-2023,LOS_ANGELES-TESLA_MODEL_X,2128
08-12-2023,LOS_ANGELES-TESLA_MODEL_X,2128
08-06-2023,LOS_ANGELES-TESLA_MODEL_X,2128
02-07-2023,LOS_ANGELES-TESLA_MODEL_X,2128
13-04-2023,LOS_ANGELES-TESLA_MODEL_X,2261
19-12-2023,LOS_ANGELES-TESLA_MODEL_X,2261
10-03-2023,LOS_ANGELES-TESLA_MODEL_X,5187
14-08-2023,LOS_ANGELES-TESLA_MODEL_X,5187
04-06-2023,LOS_ANGELES-TESLA_MODEL_X,5187
23-03-2023,LOS_ANGELES-TESLA_MODEL_X,5306.434
13-08-2023,LOS_ANGELES-TESLA_MODEL_X,2121.0175
10-02-2023,LOS_ANGELES-TESLA_MODEL_X,5320
08-07-2023,LOS_ANGELES-TESLA_MODEL_X,2128
14-04-2023,LOS_ANGELES-TESLA_MODEL_X,2128
14-12-2023,LOS_ANGELES-TESLA_MODEL_X,5320
14-10-2023,LOS_ANGELES-TESLA_MODEL_X,5110.658
21-07-2023,LOS_ANGELES-TESLA_MODEL_X,5238.87
04-04-2023,LOS_ANGELES-TESLA_MODEL_X,2261
09-11-2023,LOS_ANGELES-TESLA_MODEL_X,5187
04-04-2023,LOS_ANGELES-TESLA_MODEL_X,5054
07-07-2023,LOS_ANGELES-TESLA_MODEL_X,4921
22-04-2023,LOS_ANGELES-TESLA_MODEL_X,4788
19-11-2023,LOS_ANGELES-TESLA_MODEL_X,4921
02-04-2023,LOS_ANGELES-TESLA_MODEL_X,4921
11-05-2023,LOS_ANGELES-TESLA_MODEL_X,4921
14-03-2023,LOS_ANGELES-TESLA_MODEL_X,4921
07-03-2023,LOS_ANGELES-TESLA_MODEL_X,5054
17-12-2023,LOS_ANGELES-TESLA_MODEL_X,4921
26-03-2023,LOS_ANGELES-TESLA_MODEL_X,5054
27-04-2023,LOS_ANGELES-TESLA_MODEL_X,4788
10-01-2023,LOS_ANGELES-TESLA_MODEL_X,4788
25-10-2023,LOS_ANGELES-TESLA_MODEL_X,4921
19-05-2023,LOS_ANGELES-TESLA_MODEL_X,5054
03-10-2023,LOS_ANGELES-TESLA_MODEL_X,5054
16-12-2023,LOS_ANGELES-TESLA_MODEL_X,5054
12-10-2023,LOS_ANGELES-TESLA_MODEL_X,5005.4018
05-04-2023,LOS_ANGELES-TESLA_MODEL_X,4783.079
14-04-2023,LOS_ANGELES-TESLA_MODEL_X,5054
14-08-2023,LOS_ANGELES-TESLA_MODEL_X,5048.015
07-08-2023,LOS_ANGELES-TESLA_MODEL_X,4522
03-01-2023,LOS_ANGELES-TESLA_MODEL_X,4522
06-08-2023,LOS_ANGELES-TESLA_MODEL_X,4522
09-07-2023,LOS_ANGELES-TESLA_MODEL_X,4921
15-12-2023,LOS_ANGELES-TESLA_MODEL_X,4788
09-03-2023,LOS_ANGELES-TESLA_MODEL_X,4788
25-05-2023,LOS_ANGELES-TESLA_MODEL_X,4788
17-04-2023,LOS_ANGELES-TESLA_MODEL_X,4743.0593
09-10-2023,LOS_ANGELES-TESLA_MODEL_X,4897.9378
04-01-2023,LOS_ANGELES-TESLA_MODEL_X,5054
01-04-2023,LOS_ANGELES-TESLA_MODEL_X,4915.3475
01-01-2023,LOS_ANGELES-TESLA_MODEL_X,4788
28-05-2023,LOS_ANGELES-TESLA_MODEL_X,4522
04-12-2023,LOS_ANGELES-TESLA_MODEL_X,4921
21-02-2023,LOS_ANGELES-TESLA_MODEL_X,5054
09-04-2023,LOS_ANGELES-TESLA_MODEL_X,4921
24-10-2023,LOS_ANGELES-TESLA_MODEL_X,4522
15-01-2023,LOS_ANGELES-TESLA_MODEL_X,4522
27-11-2023,LOS_ANGELES-TESLA_MODEL_X,4389
09-11-2023,LOS_ANGELES-TESLA_MODEL_X,4389
15-04-2023,LOS_ANGELES-TESLA_MODEL_X,4380.1821
11-11-2023,LOS_ANGELES-TESLA_MODEL_X,4517.345
20-10-2023,LOS_ANGELES-TESLA_MODEL_X,4788
07-03-2023,LOS_ANGELES-TESLA_MODEL_X,4522
07-02-2023,LOS_ANGELES-TESLA_MODEL_X,4522
08-08-2023,LOS_ANGELES-TESLA_MODEL_X,4788
25-07-2023,LOS_ANGELES-TESLA_MODEL_X,4909.4689
09-06-2023,LOS_ANGELES-TESLA_MODEL_X,4723.096
14-01-2023,LOS_ANGELES-TESLA_MODEL_X,4921
20-01-2023,LOS_ANGELES-TESLA_MODEL_X,4389
10-09-2023,LOS_ANGELES-TESLA_MODEL_X,4788
20-07-2023,LOS_ANGELES-TESLA_MODEL_X,5048.015
15-11-2023,LOS_ANGELES-TESLA_MODEL_X,5048.015
23-07-2023,LOS_ANGELES-TESLA_MODEL_X,4921
04-04-2023,LOS_ANGELES-TESLA_MODEL_X,5054
06-09-2023,LOS_ANGELES-TESLA_MODEL_X,4980.983
17-09-2023,LOS_ANGELES-TESLA_MODEL_X,5266.002
16-05-2023,LOS_ANGELES-TESLA_MODEL_X,5705.7
23-02-2023,LOS_ANGELES-TESLA_MODEL_X,4974.2
17-04-2023,LOS_ANGELES-TESLA_MODEL_X,4681.6
17-09-2023,LOS_ANGELES-TESLA_MODEL_X,4974.2
13-12-2023,LOS_ANGELES-TESLA_MODEL_X,4512.5038
17-03-2023,LOS_ANGELES-TESLA_MODEL_X,4915.3475
01-05-2023,LOS_ANGELES-TESLA_MODEL_X,4522
20-05-2023,LOS_ANGELES-TESLA_MODEL_X,4256
19-09-2023,LOS_ANGELES-TESLA_MODEL_X,4256
13-05-2023,LOS_ANGELES-TESLA_MODEL_X,4522
17-10-2023,LOS_ANGELES-TESLA_MODEL_X,4389
24-06-2023,LOS_ANGELES-TESLA_MODEL_X,4384.6775
16-10-2023,LOS_ANGELES-TESLA_MODEL_X,4256
05-03-2023,LOS_ANGELES-TESLA_MODEL_X,4788
16-12-2023,LOS_ANGELES-TESLA_MODEL_X,4256
10-12-2023,LOS_ANGELES-TESLA_MODEL_X,4389
21-06-2023,LOS_ANGELES-TESLA_MODEL_X,4522
27-03-2023,LOS_ANGELES-TESLA_MODEL_X,4522
26-02-2023,LOS_ANGELES-TESLA_MODEL_X,4655
12-05-2023,LOS_ANGELES-TESLA_MODEL_X,5187
28-04-2023,LOS_ANGELES-TESLA_MODEL_X,4788
22-09-2023,LOS_ANGELES-TESLA_MODEL_X,4921
19-11-2023,LOS_ANGELES-TESLA_MODEL_X,4875.1017
10-08-2023,LOS_ANGELES-TESLA_MODEL_X,5048.015
07-10-2023,LOS_ANGELES-TESLA_MODEL_X,4522
24-04-2023,LOS_ANGELES-TESLA_MODEL_X,5047.35
07-12-2023,LOS_ANGELES-TESLA_MODEL_X,4522
01-10-2023,LOS_ANGELES-TESLA_MODEL_X,4788
16-06-2023,LOS_ANGELES-TESLA_MODEL_X,4921
06-12-2023,LOS_ANGELES-TESLA_MODEL_X,4788
18-08-2023,LOS_ANGELES-TESLA_MODEL_X,5054
16-11-2023,LOS_ANGELES-TESLA_MODEL_X,4921
26-07-2023,LOS_ANGELES-TESLA_MODEL_X,4389
11-04-2023,LOS_ANGELES-TESLA_MODEL_X,4389
25-02-2023,LOS_ANGELES-TESLA_MODEL_X,4522
13-07-2023,LOS_ANGELES-TESLA_MODEL_X,4921
02-01-2023,LOS_ANGELES-TESLA_MODEL_X,5054
10-07-2023,LOS_ANGELES-TESLA_MODEL_X,4389
27-01-2023,LOS_ANGELES-TESLA_MODEL_X,4389
06-08-2023,LOS_ANGELES-TESLA_MODEL_X,4512.5038
23-04-2023,LOS_ANGELES-TESLA_MODEL_X,4921
04-03-2023,LOS_ANGELES-TESLA_MODEL_X,4921
11-07-2023,LOS_ANGELES-TESLA_MODEL_X,4788
04-10-2023,LOS_ANGELES-TESLA_MODEL_X,4788
16-07-2023,LOS_ANGELES-TESLA_MODEL_X,4655
25-01-2023,LOS_ANGELES-TESLA_MODEL_X,4389
01-09-2023,LOS_ANGELES-TESLA_MODEL_X,4788
02-12-2023,LOS_ANGELES-TESLA_MODEL_X,4522
23-01-2023,LOS_ANGELES-TESLA_MODEL_X,4788
06-12-2023,LOS_ANGELES-TESLA_MODEL_X,4921
01-12-2023,LOS_ANGELES-TESLA_MODEL_X,4620.5264
08-01-2023,LOS_ANGELES-TESLA_MODEL_X,4921
12-07-2023,LOS_ANGELES-TESLA_MODEL_X,4788
07-07-2023,LOS_ANGELES-TESLA_MODEL_X,4788
09-07-2023,LOS_ANGELES-TESLA_MODEL_X,4522
04-04-2023,LOS_ANGELES-TESLA_MODEL_X,4788
03-01-2023,LOS_ANGELES-TESLA_MODEL_X,5320
21-05-2023,LOS_ANGELES-TESLA_MODEL_X,4921
09-08-2023,LOS_ANGELES-TESLA_MODEL_X,4788
05-11-2023,LOS_ANGELES-TESLA_MODEL_X,4620.5264
05-03-2023,LOS_ANGELES-TESLA_MODEL_X,4788
06-12-2023,LOS_ANGELES-TESLA_MODEL_X,4788
17-05-2023,LOS_ANGELES-TESLA_MODEL_X,5054
04-11-2023,LOS_ANGELES-TESLA_MODEL_X,5212.004
13-08-2023,LOS_ANGELES-TESLA_MODEL_X,5054
21-08-2023,LOS_ANGELES-TESLA_MODEL_X,4921
21-05-2023,LOS_ANGELES-TESLA_MODEL_X,4921
18-07-2023,LOS_ANGELES-TESLA_MODEL_X,5054
28-09-2023,LOS_ANGELES-TESLA_MODEL_X,5054
19-10-2023,LOS_ANGELES-TESLA_MODEL_X,5187
28-03-2023,LOS_ANGELES-TESLA_MODEL_X,5054
20-09-2023,LOS_ANGELES-TESLA_MODEL_X,5187
26-11-2023,LOS_ANGELES-TESLA_MODEL_X,4788
24-02-2023,LOS_ANGELES-TESLA_MODEL_X,4921
09-12-2023,LOS_ANGELES-TESLA_MODEL_X,4921
14-12-2023,LOS_ANGELES-TESLA_MODEL_X,5320
11-05-2023,LOS_ANGELES-TESLA_MODEL_X,4921
04-12-2023,LOS_ANGELES-TESLA_MODEL_X,4921
08-05-2023,LOS_ANGELES-TESLA_MODEL_X,5054
07-06-2023,LOS_ANGELES-TESLA_MODEL_X,5054
10-03-2023,LOS_ANGELES-TESLA_MODEL_X,4651.0366
07-03-2023,LOS_ANGELES-TESLA_MODEL_X,5005.4018
09-07-2023,LOS_ANGELES-TESLA_MODEL_X,4921
16-06-2023,LOS_ANGELES-TESLA_MODEL_X,2128
11-10-2023,LOS_ANGELES-TESLA_MODEL_X,5266.002
26-06-2023,LOS_ANGELES-TESLA_MODEL_X,4792.5752
05-06-2023,LOS_ANGELES-TESLA_MODEL_X,4921
20-04-2023,LOS_ANGELES-TESLA_MODEL_X,5054
19-07-2023,LOS_ANGELES-TESLA_MODEL_X,4921
26-07-2023,LOS_ANGELES-TESLA_MODEL_X,5054
04-02-2023,LOS_ANGELES-TESLA_MODEL_X,5238.87
25-04-2023,LOS_ANGELES-TESLA_MODEL_X,5035.8056
25-09-2023,LOS_ANGELES-TESLA_MODEL_X,5187
06-04-2023,LOS_ANGELES-TESLA_MODEL_X,5238.87
14-08-2023,LOS_ANGELES-TESLA_MODEL_X,5320
04-08-2023,LOS_ANGELES-TESLA_MODEL_X,5299.784
26-01-2023,LOS_ANGELES-TESLA_MODEL_X,5282.627
07-02-2023,LOS_ANGELES-TESLA_MODEL_X,4907.966
23-05-2023,LOS_ANGELES-TESLA_MODEL_X,4674.0988
13-09-2023,LOS_ANGELES-TESLA_MODEL_X,4670.96
11-10-2023,LOS_ANGELES-TESLA_MODEL_X,5032.853
20-09-2023,LOS_ANGELES-TESLA_MODEL_X,2113.7557
11-07-2023,LOS_ANGELES-TESLA_MODEL_X,2113.7557
06-12-2023,LOS_ANGELES-TESLA_MODEL_X,2113.7557
11-02-2023,LOS_ANGELES-TESLA_MODEL_X,2261
26-02-2023,LOS_ANGELES-TESLA_MODEL_X,2128
11-09-2023,LOS_ANGELES-TESLA_MODEL_X,5266.4808
21-05-2023,LOS_ANGELES-TESLA_MODEL_X,5320
02-05-2023,LOS_ANGELES-TESLA_MODEL_X,2261
16-02-2023,LOS_ANGELES-TESLA_MODEL_X,2394
05-02-2023,LOS_ANGELES-TESLA_MODEL_X,2231.1548
02-09-2023,LOS_ANGELES-TESLA_MODEL_X,2394
01-09-2023,LOS_ANGELES-TESLA_MODEL_X,2261
14-08-2023,LOS_ANGELES-TESLA_MODEL_X,2378.3991
26-05-2023,LOS_ANGELES-TESLA_MODEL_X,5035.8056
24-08-2023,LOS_ANGELES-TESLA_MODEL_X,5187
09-03-2023,LOS_ANGELES-TESLA_MODEL_X,5320
14-03-2023,LOS_ANGELES-TESLA_MODEL_X,5320
12-01-2023,LOS_ANGELES-TESLA_MODEL_X,2261
27-06-2023,LOS_ANGELES-TESLA_MODEL_X,2128
14-02-2023,LOS_ANGELES-TESLA_MODEL_X,2394
09-10-2023,LOS_ANGELES-TESLA_MODEL_X,2394
13-09-2023,LOS_ANGELES-TESLA_MODEL_X,2793
02-02-2023,LOS_ANGELES-TESLA_MODEL_X,2660
21-08-2023,LOS_ANGELES-TESLA_MODEL_X,2128
20-02-2023,LOS_ANGELES-TESLA_MODEL_X,5187
19-03-2023,LOS_ANGELES-TESLA_MODEL_X,5187
12-04-2023,LOS_ANGELES-TESLA_MODEL_X,2128
18-04-2023,LOS_ANGELES-TESLA_MODEL_X,2128
11-01-2023,LOS_ANGELES-TESLA_MODEL_X,2128
19-01-2023,LOS_ANGELES-TESLA_MODEL_X,2128
15-07-2023,LOS_ANGELES-TESLA_MODEL_X,2394
11-10-2023,LOS_ANGELES-TESLA_MODEL_X,2394
08-10-2023,LOS_ANGELES-TESLA_MODEL_X,2207.401
20-12-2023,LOS_ANGELES-TESLA_MODEL_X,2128
20-07-2023,LOS_ANGELES-TESLA_MODEL_X,2128
04-01-2023,LOS_ANGELES-TESLA_MODEL_X,2128
26-01-2023,LOS_ANGELES-TESLA_MODEL_X,2502.7408
27-03-2023,LOS_ANGELES-TESLA_MODEL_X,2617.3336
15-02-2023,LOS_ANGELES-TESLA_MODEL_X,2527
07-11-2023,LOS_ANGELES-TESLA_MODEL_X,2394
20-03-2023,LOS_ANGELES-TESLA_MODEL_X,2527
05-09-2023,LOS_ANGELES-TESLA_MODEL_X,2527
04-01-2023,LOS_ANGELES-TESLA_MODEL_X,2231.1548
06-02-2023,LOS_ANGELES-TESLA_MODEL_X,3074.3615
28-09-2023,LOS_ANGELES-TESLA_MODEL_X,2793
04-11-2023,LOS_ANGELES-TESLA_MODEL_X,2394
24-10-2023,LOS_ANGELES-TESLA_MODEL_X,2527
21-09-2023,LOS_ANGELES-TESLA_MODEL_X,2793
11-11-2023,LOS_ANGELES-TESLA_MODEL_X,2793
02-04-2023,LOS_ANGELES-TESLA_MODEL_X,2362.7982
23-07-2023,LOS_ANGELES-TESLA_MODEL_X,2300.7005
23-10-2023,LOS_ANGELES-TESLA_MODEL_X,2261
02-12-2023,LOS_ANGELES-TESLA_MODEL_X,2128
05-08-2023,LOS_ANGELES-TESLA_MODEL_X,2394
28-10-2023,LOS_ANGELES-TESLA_MODEL_X,2527
12-11-2023,LOS_ANGELES-TESLA_MODEL_X,2394
12-12-2023,LOS_ANGELES-TESLA_MODEL_X,2394
14-10-2023,LOS_ANGELES-TESLA_MODEL_X,2527
04-02-2023,LOS_ANGELES-TESLA_MODEL_X,2527
28-06-2023,LOS_ANGELES-TESLA_MODEL_X,2722.8026
04-04-2023,LOS_ANGELES-TESLA_MODEL_X,2510.7208
09-02-2023,LOS_ANGELES-TESLA_MODEL_X,2176.5051
16-02-2023,LOS_ANGELES-TESLA_MODEL_X,2494.4416
09-07-2023,LOS_ANGELES-TESLA_MODEL_X,2494.4416
19-03-2023,LOS_ANGELES-TESLA_MODEL_X,2784.355
24-03-2023,LOS_ANGELES-TESLA_MODEL_X,2926
11-12-2023,LOS_ANGELES-TESLA_MODEL_X,2853.1027
19-11-2023,LOS_ANGELES-TESLA_MODEL_X,3059
06-03-2023,LOS_ANGELES-TESLA_MODEL_X,2394
14-05-2023,LOS_ANGELES-TESLA_MODEL_X,2246.0774
02-11-2023,LOS_ANGELES-TESLA_MODEL_X,2128
17-03-2023,LOS_ANGELES-TESLA_MODEL_X,2128
08-03-2023,LOS_ANGELES-TESLA_MODEL_X,2394
06-03-2023,LOS_ANGELES-TESLA_MODEL_X,2527
03-12-2023,LOS_ANGELES-TESLA_MODEL_X,2527
17-01-2023,LOS_ANGELES-TESLA_MODEL_X,2926
25-05-2023,LOS_ANGELES-TESLA_MODEL_X,2793
02-01-2023,LOS_ANGELES-TESLA_MODEL_X,3394.16
18-11-2023,LOS_ANGELES-TESLA_MODEL_X,2848.78286
28-06-2023,LOS_ANGELES-TESLA_MODEL_X,2932.65
20-04-2023,LOS_ANGELES-TESLA_MODEL_X,2561.58
18-09-2023,LOS_ANGELES-TESLA_MODEL_X,2979.2
10-08-2023,LOS_ANGELES-TESLA_MODEL_X,3032.4
18-04-2023,LOS_ANGELES-TESLA_MODEL_X,2956.59
09-02-2023,LOS_ANGELES-TESLA_MODEL_X,3128.16
05-04-2023,LOS_ANGELES-TESLA_MODEL_X,3072.3
11-02-2023,LOS_ANGELES-TESLA_MODEL_X,3044.37
20-10-2023,LOS_ANGELES-TESLA_MODEL_X,3511.2
25-06-2023,LOS_ANGELES-TESLA_MODEL_X,3211.95
20-03-2023,LOS_ANGELES-TESLA_MODEL_X,3214.199296
25-02-2023,LOS_ANGELES-TESLA_MODEL_X,3657.5
26-04-2023,LOS_ANGELES-TESLA_MODEL_X,2419.27
12-02-2023,LOS_ANGELES-TESLA_MODEL_X,2396.66
14-09-2023,LOS_ANGELES-TESLA_MODEL_X,2388.9061
02-11-2023,LOS_ANGELES-TESLA_MODEL_X,2681.28
01-04-2023,LOS_ANGELES-TESLA_MODEL_X,2633.4
24-12-2023,LOS_ANGELES-TESLA_MODEL_X,2609.46
27-08-2023,LOS_ANGELES-TESLA_MODEL_X,2628.08
25-12-2023,LOS_ANGELES-TESLA_MODEL_X,3295.74
04-09-2023,LOS_ANGELES-TESLA_MODEL_X,2979.2
06-01-2023,LOS_ANGELES-TESLA_MODEL_X,2776.378458
18-04-2023,LOS_ANGELES-TESLA_MODEL_X,3013.78
14-01-2023,LOS_ANGELES-TESLA_MODEL_X,3481.94
02-11-2023,LOS_ANGELES-TESLA_MODEL_X,3426.08
13-06-2023,LOS_ANGELES-TESLA_MODEL_X,3224.006051
25-04-2023,LOS_ANGELES-TESLA_MODEL_X,3295.74
02-05-2023,LOS_ANGELES-TESLA_MODEL_X,3072.3
04-02-2023,LOS_ANGELES-TESLA_MODEL_X,3126.286695
25-02-2023,LOS_ANGELES-TESLA_MODEL_X,2298.089444
21-10-2023,LOS_ANGELES-TESLA_MODEL_X,5993.8046
08-09-2023,LOS_ANGELES-TESLA_MODEL_X,5636.79536
13-11-2023,LOS_ANGELES-TESLA_MODEL_X,2614.2746
10-02-2023,LOS_ANGELES-TESLA_MODEL_X,2464.49
28-09-2023,LOS_ANGELES-TESLA_MODEL_X,2532.32
09-03-2023,LOS_ANGELES-TESLA_MODEL_X,2411.44295
08-11-2023,LOS_ANGELES-TESLA_MODEL_X,2276.22185
08-03-2023,LOS_ANGELES-TESLA_MODEL_X,2872.8
18-03-2023,LOS_ANGELES-TESLA_MODEL_X,2653.35
25-04-2023,LOS_ANGELES-TESLA_MODEL_X,2713.330872
11-09-2023,LOS_ANGELES-TESLA_MODEL_X,2952.6
08-02-2023,LOS_ANGELES-TESLA_MODEL_X,2832.336612
15-07-2023,LOS_ANGELES-TESLA_MODEL_X,2876.79
21-11-2023,LOS_ANGELES-TESLA_MODEL_X,3089.59
10-09-2023,LOS_ANGELES-TESLA_MODEL_X,3283.208208
10-07-2023,LOS_ANGELES-TESLA_MODEL_X,3335.64
07-06-2023,LOS_ANGELES-TESLA_MODEL_X,3189.34
20-12-2023,LOS_ANGELES-TESLA_MODEL_X,2766.4
22-03-2023,LOS_ANGELES-TESLA_MODEL_X,3044.37
03-11-2023,LOS_ANGELES-TESLA_MODEL_X,2736.685672
09-03-2023,LOS_ANGELES-TESLA_MODEL_X,5105.0587
20-06-2023,LOS_ANGELES-TESLA_MODEL_X,3887.692676
08-04-2023,LOS_ANGELES-TESLA_MODEL_X,2415.05124
25-06-2023,LOS_ANGELES-TESLA_MODEL_X,3136.161546
14-11-2023,LOS_ANGELES-TESLA_MODEL_X,3098.4744
22-01-2023,LOS_ANGELES-TESLA_MODEL_X,2880.78
